,isbuyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
12160,0,NA,5,0,19.30208,0,-25.19899,40,40,0,1,175,1924,0
12161,0,NA,1,0,0,0,0,34,34,0,0,149,2600,0
12162,0,NA,2,0,16.58333,0,-93.07172,101,101,0,1,33,203,0
12163,0,NA,1,0,0,0,0,15,15,0,0,46,254,0
12164,0,NA,1,0,0,0,0,5,5,0,0,184,494,0
12165,0,NA,1,0,0,0,0,129,129,0,0,-1,1923,0
12166,0,NA,1,0,0,0,0,122,122,0,0,123,532,0
12167,0,NA,1,0,0,0,0,22,22,0,0,25,126,0
12168,0,NA,1,0,0,0,0,106,106,0,0,152,485,0
12169,0,NA,1,0,0,0,0,107,107,0,0,165,695,0
12170,0,NA,1,0,0,0,0,20,20,0,0,56,126,0
12171,0,NA,2,0,0.0416667,0,-131.8047,131,131,0,1,38,504,0
12172,0,NA,2,0,0.0416667,0,-3.993008,4,4,0,1,2,26,0
12173,0,NA,2,0,84.79166,0,29.33955,13,13,0,1,159,366,0
12174,0,NA,1,0,0,0,0,43,43,0,0,168,767,0
12175,0,NA,1,0,0,0,0,18,18,0,0,24,81,0
12176,1,2,5,28,14.02083,-23.25298,2.047025,9,9,1,1,145,914,1
12177,0,NA,1,0,0,0,0,26,26,0,0,9,52,0
12178,0,NA,1,0,0,0,0,158,158,0,0,87,318,0
12179,0,NA,1,0,0,0,0,101,101,0,0,34,2225,0
12180,0,NA,1,0,0,0,0,10,10,0,0,128,507,0
12181,0,NA,1,0,0,0,0,178,178,0,0,98,633,0
12182,0,NA,1,0,0,0,0,64,64,0,0,15,37,0
12183,0,NA,1,0,0,0,0,79,79,0,0,37,85,0
12184,0,NA,2,0,15.04167,0,-13.62039,21,21,0,1,4,40,0
12185,0,NA,1,0,0,0,0,70,70,0,0,178,738,0
12186,0,NA,1,0,0,0,0,5,5,0,0,83,227,0
12187,0,NA,5,0,1.177083,0,0.6378708,0,0,0,1,2,69,0
12188,0,NA,1,0,0,0,0,37,37,0,0,126,371,0
12189,0,NA,3,0,23.08333,0,12.72646,2,2,0,1,8,97,0
12190,1,1,2,0,9.958333,0,-127.7089,132,132,0,1,160,736,0
12191,0,NA,1,0,0,0,0,40,40,0,0,119,243,0
12192,0,NA,2,0,3.958333,0,-149.978,151,151,0,1,58,462,0
12193,0,NA,1,0,0,0,0,44,44,0,0,43,103,0
12194,0,NA,1,0,0,0,0,45,45,0,0,36,57,0
12195,0,NA,1,0,0,0,0,17,17,0,0,3,9,0
12196,0,NA,1,0,0,0,0,165,165,0,0,16,246,0
12197,0,NA,2,0,1.25,0,-86.49128,87,87,0,1,84,521,0
12198,0,NA,17,0,8.25,0,-27.28991,35,35,0,1,68,221,0
12199,0,NA,1,0,0,0,0,152,152,0,0,161,248,0
12200,0,NA,3,0,5.145833,0,-1.565649,4,4,0,1,10,98,0
12201,0,NA,1,0,0,0,0,98,98,0,0,42,502,0
12202,0,NA,2,0,69,0,-75.90807,110,110,0,1,168,1462,0
12203,0,NA,4,0,34.88889,0,14.03014,12,12,0,1,171,2448,0
12204,0,NA,1,0,0,0,0,179,179,0,0,47,68,0
12205,0,NA,1,0,0,0,0,7,7,0,0,154,718,0
12206,0,NA,1,0,0,0,0,55,55,0,0,24,215,0
12207,0,NA,1,0,0,0,0,51,51,0,0,191,858,0
12208,0,NA,3,0,13.52083,0,-10.06008,19,19,0,1,71,184,0
12209,0,NA,1,0,0,0,0,90,90,0,0,175,633,0
12210,0,NA,1,0,0,0,0,30,30,0,0,86,232,0
12211,0,NA,1,0,0,0,0,10,10,0,0,88,217,0
12212,0,NA,1,0,0,0,0,86,86,0,0,108,348,0
12213,0,NA,2,0,37.08333,0,-39.36573,57,57,0,1,9,50,0
12214,0,NA,1,0,0,0,0,126,126,0,0,174,459,0
12215,0,NA,1,0,0,0,0,30,30,0,0,38,184,0
12216,0,NA,1,0,0,0,0,10,10,0,0,119,678,0
12217,0,NA,2,0,0.0416667,0,-24.83628,24,24,0,1,62,320,0
12218,0,NA,5,0,8.020833,0,-0.5708333,6,6,0,1,7,67,1
12219,0,NA,3,0,8.5,0,0.6813542,4,4,0,1,163,2609,0
12220,0,NA,1,0,0,0,0,21,21,0,0,48,201,0
12221,0,NA,1,0,0,0,0,41,41,0,0,79,150,0
12222,0,NA,1,0,0,0,0,170,170,0,0,26,481,0
12223,0,NA,1,0,0,0,0,133,133,0,0,110,636,0
12224,0,NA,1,0,0,0,0,90,90,0,0,101,418,0
12225,0,NA,2,0,9.125,0,-14.62564,19,19,0,1,127,331,0
12226,0,NA,2,0,72.95834,0,16.61439,19,19,0,1,157,1529,0
12227,0,NA,1,0,0,0,0,100,100,0,0,151,812,0
12228,0,NA,1,0,0,0,0,27,27,0,0,32,101,0
12229,0,NA,1,0,0,0,0,23,23,0,0,26,164,0
12230,0,NA,1,0,0,0,0,50,50,0,0,6,19,0
12231,0,NA,1,0,0,0,0,174,174,0,0,26,216,0
12232,0,NA,1,0,0,0,0,38,38,0,0,80,157,0
12233,0,NA,1,0,0,0,0,53,53,0,0,88,373,0
12234,0,NA,1,0,0,0,0,114,114,0,0,14,23,0
12235,0,NA,1,0,0,0,0,153,153,0,0,75,134,0
12236,0,NA,14,0,12.75,0,-2.664035,14,14,0,1,176,11414,0
12237,0,NA,1,0,0,0,0,32,32,0,0,23,73,0
12238,0,NA,1,0,0,0,0,25,25,0,0,21,70,0
12239,0,NA,3,0,63.875,0,40.37172,2,2,0,1,111,490,0
12240,0,NA,1,0,0,0,0,28,28,0,0,-1,11,0
12241,0,NA,2,0,0.6666667,0,-48.93795,49,49,0,1,15,316,0
12242,0,NA,1,0,0,0,0,39,39,0,0,3,49,0
12243,0,NA,1,0,0,0,0,113,113,0,0,37,91,0
12244,0,NA,2,0,13.83333,0,-12.26005,19,19,0,1,89,598,0
12245,0,NA,1,0,0,0,0,173,173,0,0,160,3391,0
12246,0,NA,2,0,0.0416667,0,-37.94221,37,37,0,1,50,68,0
12247,0,NA,1,0,0,0,0,173,173,0,0,135,945,0
12248,0,NA,1,0,0,0,0,29,29,0,0,9,38,0
12249,0,NA,1,0,0,0,0,35,35,0,0,150,1031,0
12250,0,NA,1,0,0,0,0,23,23,0,0,30,28,0
12251,0,NA,1,0,0,0,0,63,63,0,0,65,140,0
12252,0,NA,1,0,0,0,0,1,1,0,0,10,59,0
12253,1,1,2,0,0.0833333,0,-28.12141,28,28,0,1,144,606,0
12254,0,NA,1,0,0,0,0,21,21,0,0,163,1461,0
12255,0,NA,4,0,7.638889,0,-1.401992,7,7,0,1,29,110,0
12256,0,NA,1,0,0,0,0,170,170,0,0,51,83,0
12257,0,NA,1,0,0,0,0,144,144,0,0,111,205,0
12258,0,NA,6,0,7.575,0,-98.17944,104,104,0,1,119,880,0
12259,0,NA,1,0,0,0,0,52,52,0,0,143,322,0
12260,0,NA,10,0,9,0,6.077871,2,2,0,1,97,160,0
12261,0,NA,1,0,0,0,0,24,24,0,0,163,354,0
12262,0,NA,1,0,0,0,0,37,37,0,0,40,93,0
12263,0,NA,1,0,0,0,0,25,25,0,0,92,180,0
12264,0,NA,1,0,0,0,0,34,34,0,0,116,119,0
12265,0,NA,1,0,0,0,0,19,19,0,0,48,357,0
12266,0,NA,1,0,0,0,0,83,83,0,0,54,135,0
12267,0,NA,1,0,0,0,0,1,1,0,0,25,43,0
12268,0,NA,1,0,0,0,0,17,17,0,0,159,236,0
12269,0,NA,1,0,0,0,0,184,184,0,0,166,7625,0
12270,0,NA,10,0,1.314815,0,-0.7175,1,1,0,1,22,200,0
12271,0,NA,1,0,0,0,0,69,69,0,0,162,851,0
12272,0,NA,1,0,0,0,0,123,123,0,0,10,3463,0
12273,0,NA,1,0,0,0,0,184,184,0,0,140,280,0
12274,0,NA,4,0,9.111111,0,-7.947917,14,14,0,1,25,246,0
12275,0,NA,1,0,0,0,0,137,137,0,0,29,52,0
12276,0,NA,1,0,0,0,0,106,106,0,0,121,1827,0
12277,0,NA,1,0,0,0,0,52,52,0,0,51,155,0
12278,0,NA,2,0,55.33333,0,-59.02814,86,86,0,1,121,338,0
12279,0,NA,1,0,0,0,0,113,113,0,0,75,327,0
12280,0,NA,1,0,0,0,0,139,139,0,0,167,480,0
12281,0,NA,1,0,0,0,0,47,47,0,0,39,62,0
12282,0,NA,1,0,0,0,0,70,70,0,0,164,587,0
12283,0,NA,1,0,0,0,0,44,44,0,0,172,2736,0
12284,0,NA,1,0,0,0,0,12,12,0,0,40,41,0
12285,0,NA,3,0,6.041667,0,-139.7753,143,143,0,1,170,1585,0
12286,0,NA,1,0,0,0,0,121,121,0,0,84,639,0
12287,0,NA,2,0,25.83333,0,3.615717,9,9,0,1,25,175,0
12288,0,NA,10,0,10.31944,0,4.409838,4,4,0,1,62,416,0
12289,0,NA,1,0,0,0,0,46,46,0,0,19,95,0
12290,0,NA,10,0,18.99537,0,15.66953,1,1,0,1,167,10503,0
12291,0,NA,3,0,1,0,-13.49488,14,14,0,1,176,812,0
12292,0,NA,1,0,0,0,0,68,68,0,0,134,577,0
12293,0,NA,1,0,0,0,0,142,142,0,0,117,666,0
12294,0,NA,1,0,0,0,0,64,64,0,0,42,220,0
12295,0,NA,8,0,14.22024,0,0.9164,11,11,0,1,195,1749,0
12296,0,NA,1,0,0,0,0,27,27,0,0,164,470,0
12297,0,NA,49,0,3.709201,0,3.092787,0,0,0,1,76,1241,0
12298,0,NA,2,0,18.83333,0,-154.2228,163,163,0,1,171,325,0
12299,0,NA,2,0,134.0417,0,34.05424,32,32,0,1,177,5320,0
12300,0,NA,1,0,0,0,0,176,176,0,0,169,558,0
12301,0,NA,1,0,0,0,0,154,154,0,0,179,312,0
12302,0,NA,1,0,0,0,0,60,60,0,0,69,264,0
12303,0,NA,1,0,0,0,0,96,96,0,0,150,260,0
12304,0,NA,1,0,0,0,0,121,121,0,0,82,311,0
12305,0,NA,1,0,0,0,0,12,12,0,0,-1,319,0
12306,0,NA,3,0,50.6875,0,-27.28012,61,61,0,1,142,1779,0
12307,0,NA,1,0,0,0,0,74,74,0,0,137,273,0
12308,0,NA,1,0,0,0,0,98,98,0,0,15,577,0
12309,0,NA,2,0,72.04166,0,-77.10208,113,113,0,1,163,1423,0
12310,0,NA,1,0,0,0,0,168,168,0,0,91,355,0
12311,0,NA,1,0,0,0,0,7,7,0,0,149,872,0
12312,0,NA,1,0,0,0,0,2,2,0,0,4,80,0
12313,0,NA,2,0,50.83333,0,23.26558,2,2,0,1,45,333,0
12314,0,NA,3,0,37.125,0,-38.9179,63,63,0,1,0,921,0
12315,0,NA,3,0,48.39583,0,26.03381,6,6,0,1,21,151,0
12316,0,NA,1,0,0,0,0,21,21,0,0,31,1085,0
12317,0,NA,1,0,0,0,0,9,9,0,0,15,30,0
12318,0,NA,1,0,0,0,0,64,64,0,0,14,286,0
12319,0,NA,1,0,0,0,0,109,109,0,0,17,83,0
12320,0,NA,1,0,0,0,0,57,57,0,0,46,243,0
12321,0,NA,1,0,0,0,0,1,1,0,0,-1,25,0
12322,0,NA,1,0,0,0,0,21,21,0,0,133,329,0
12323,0,NA,1,0,0,0,0,34,34,0,0,174,1816,0
12324,0,NA,1,0,0,0,0,2,2,0,0,-1,347,0
12325,0,NA,1,0,0,0,0,35,35,0,0,12,852,0
12326,0,NA,1,0,0,0,0,25,25,0,0,164,952,0
12327,0,NA,1,0,0,0,0,76,76,0,0,167,364,0
12328,0,NA,3,0,40.97917,0,-3.361781,30,30,0,1,98,371,0
12329,0,NA,1,0,0,0,0,33,33,0,0,100,418,0
12330,0,NA,1,0,0,0,0,34,34,0,0,39,366,0
12331,0,NA,1,0,0,0,0,13,13,0,0,28,172,0
12332,0,NA,2,0,13.95833,0,4.260879,2,2,0,1,18,42,0
12333,0,NA,1,0,0,0,0,115,115,0,0,36,400,0
12334,0,NA,1,0,0,0,0,160,160,0,0,193,717,0
12335,0,NA,1,0,0,0,0,15,15,0,0,117,380,0
12336,0,NA,1,0,0,0,0,95,95,0,0,158,651,0
12337,0,NA,1,0,0,0,0,179,179,0,0,173,828,0
12338,0,NA,2,0,14.91667,0,-48.62754,56,56,0,1,56,277,0
12339,0,NA,2,0,102.6667,0,-4.9572,56,56,0,1,124,505,0
12340,0,NA,2,0,0.2083333,0,-8.968991,9,9,0,1,8,127,0
12341,0,NA,1,0,0,0,0,29,29,0,0,64,355,0
12342,0,NA,1,0,0,0,0,149,149,0,0,108,242,0
12343,0,NA,2,0,39.125,0,-124.5121,144,144,0,1,186,745,0
12344,0,NA,1,0,0,0,0,3,3,0,0,141,1753,0
12345,1,1,7,0,0.6875,0,-2.441768,3,3,0,1,13,82,0
12346,0,NA,1,0,0,0,0,27,27,0,0,24,59,0
12347,0,NA,2,0,5.083333,0,-144.2914,146,146,0,1,168,612,0
12348,0,NA,1,0,0,0,0,98,98,0,0,6,61,0
12349,0,NA,1,0,0,0,0,46,46,0,0,79,761,0
12350,0,NA,1,0,0,0,0,18,18,0,0,19,114,0
12351,0,NA,1,0,0,0,0,11,11,0,0,56,93,0
12352,0,NA,1,0,0,0,0,20,20,0,0,2,31,0
12353,0,NA,4,0,57.27778,0,35.91214,7,7,0,1,73,352,0
12354,0,NA,2,0,52.08333,0,-95.41818,121,121,0,1,172,508,0
12355,0,NA,1,0,0,0,0,9,9,0,0,78,122,0
12356,0,NA,1,0,0,0,0,71,71,0,0,55,233,0
12357,0,NA,1,0,0,0,0,48,48,0,0,100,167,0
12358,0,NA,1,0,0,0,0,74,74,0,0,31,51,0
12359,0,NA,1,0,0,0,0,124,124,0,0,64,149,0
12360,0,NA,1,0,0,0,0,77,77,0,0,150,1419,0
12361,0,NA,1,0,0,0,0,15,15,0,0,75,115,0
12362,0,NA,1,0,0,0,0,106,106,0,0,34,201,0
12363,1,2,56,22.91667,2.387879,-70.38964,0.7055964,1,1,1,1,178,957,0
12364,0,NA,5,0,39.28125,0,16.3231,15,15,0,1,170,1510,0
12365,0,NA,1,0,0,0,0,107,107,0,0,33,266,0
12366,0,NA,2,0,80.79166,0,40.29799,0,0,0,1,20,264,0
12367,0,NA,2,0,50.95833,0,-46.07442,71,71,0,1,166,1106,0
12368,0,NA,1,0,0,0,0,35,35,0,0,58,253,0
12369,0,NA,1,0,0,0,0,25,25,0,0,174,955,0
12370,0,NA,2,0,0.6666667,0,-8.752929,9,9,0,1,14,89,0
12371,0,NA,1,0,0,0,0,55,55,0,0,149,1001,0
12372,0,NA,1,0,0,0,0,39,39,0,0,56,180,0
12373,0,NA,1,0,0,0,0,43,43,0,0,73,254,0
12374,0,NA,1,0,0,0,0,147,147,0,0,45,210,0
12375,0,NA,1,0,0,0,0,121,121,0,0,160,322,0
12376,0,NA,1,0,0,0,0,60,60,0,0,136,208,0
12377,0,NA,1,0,0,0,0,126,126,0,0,157,3519,0
12378,0,NA,1,0,0,0,0,12,12,0,0,5,24,0
12379,0,NA,1,0,0,0,0,156,156,0,0,160,469,0
12380,0,NA,1,0,0,0,0,31,31,0,0,37,164,0
12381,0,NA,1,0,0,0,0,101,101,0,0,10,26,0
12382,0,NA,3,0,47.10417,0,-38.35972,69,69,0,1,144,344,0
12383,0,NA,9,0,2.875,0,1.612093,0,0,0,1,14,180,0
12384,0,NA,3,0,2.0625,0,-104.6195,105,105,0,1,73,801,0
12385,0,NA,1,0,0,0,0,132,132,0,0,173,1381,0
12386,0,NA,1,0,0,0,0,13,13,0,0,86,446,0
12387,0,NA,1,0,0,0,0,23,23,0,0,45,185,0
12388,0,NA,1,0,0,0,0,8,8,0,0,28,62,0
12389,1,1,1,0,0,0,0,9,9,0,0,26,90,0
12390,0,NA,1,0,0,0,0,131,131,0,0,178,4645,0
12391,0,NA,1,0,0,0,0,149,149,0,0,7,34,0
12392,0,NA,3,0,28.54167,0,-47.95806,66,66,0,1,142,1185,0
12393,0,NA,1,0,0,0,0,20,20,0,0,177,274,0
12394,0,NA,5,0,22.03125,0,-48.36794,65,65,0,1,40,53,0
12395,0,NA,1,0,0,0,0,30,30,0,0,17,20,0
12396,0,NA,1,0,0,0,0,41,41,0,0,74,393,0
12397,0,NA,1,0,0,0,0,16,16,0,0,49,68,0
12398,0,NA,1,0,0,0,0,10,10,0,0,174,3179,0
12399,0,NA,3,0,9.5625,0,-114.5525,120,120,0,1,87,892,0
12400,1,1,3,0,2.708333,0,-5.001807,6,6,0,1,22,112,0
12401,0,NA,1,0,0,0,0,9,9,0,0,64,382,0
12402,0,NA,1,0,0,0,0,12,12,0,0,162,747,0
12403,0,NA,1,0,0,0,0,19,19,0,0,50,65,0
12404,0,NA,1,0,0,0,0,94,94,0,0,165,517,0
12405,0,NA,2,0,7.958333,0,-135.8385,139,139,0,1,169,810,0
12406,0,NA,1,0,0,0,0,140,140,0,0,175,965,0
12407,0,NA,1,0,0,0,0,132,132,0,0,165,517,0
12408,0,NA,2,0,10.83333,0,-18.79357,24,24,0,1,175,1088,0
12409,0,NA,1,0,0,0,0,24,24,0,0,22,75,0
12410,0,NA,1,0,0,0,0,27,27,0,0,28,48,0
12411,0,NA,1,0,0,0,0,43,43,0,0,101,399,0
12412,0,NA,1,0,0,0,0,21,21,0,0,192,750,0
12413,0,NA,1,0,0,0,0,48,48,0,0,74,299,0
12414,1,1,1,0,0,0,0,17,17,0,0,18,71,0
12415,0,NA,1,0,0,0,0,49,49,0,0,20,110,0
12416,0,NA,4,0,49.98611,0,37.24751,0,0,0,1,172,113,0
12417,0,NA,1,0,0,0,0,155,155,0,0,65,150,0
12418,0,NA,1,0,0,0,0,40,40,0,0,171,1068,0
12419,0,NA,1,0,0,0,0,64,64,0,0,-1,1,0
12420,0,NA,1,0,0,0,0,104,104,0,0,61,121,0
12421,0,NA,1,0,0,0,0,26,26,0,0,166,693,0
12422,1,1,0,0,0,0,0,0,0,0,0,177,1967,0
12423,0,NA,1,0,0,0,0,25,25,0,0,57,768,0
12424,0,NA,1,0,0,0,0,170,170,0,0,34,813,0
12425,0,NA,1,0,0,0,0,89,89,0,0,72,269,0
12426,0,NA,1,0,0,0,0,3,3,0,0,1,322,0
12427,0,NA,1,0,0,0,0,54,54,0,0,173,886,0
12428,0,NA,1,0,0,0,0,9,9,0,0,0,1449,0
12429,0,NA,1,0,0,0,0,13,13,0,0,43,100,0
12430,0,NA,1,0,0,0,0,33,33,0,0,28,46,0
12431,0,NA,1,0,0,0,0,138,138,0,0,166,1409,0
12432,0,NA,1,0,0,0,0,41,41,0,0,20,127,0
12433,0,NA,1,0,0,0,0,13,13,0,0,1,22,0
12434,0,NA,1,0,0,0,0,58,58,0,0,164,1135,0
12435,0,NA,1,0,0,0,0,144,144,0,0,71,716,0
12436,0,NA,2,0,7.208333,0,3.592546,0,0,0,1,134,617,0
12437,0,NA,1,0,0,0,0,21,21,0,0,12,35,0
12438,0,NA,1,0,0,0,0,139,139,0,0,164,1093,0
12439,0,NA,2,0,2.375,0,-147.7478,148,148,0,1,40,113,0
12440,0,NA,1,0,0,0,0,67,67,0,0,167,2636,0
12441,0,NA,1,0,0,0,0,63,63,0,0,169,2164,0
12442,0,NA,1,0,0,0,0,153,153,0,0,142,242,0
12443,0,NA,1,0,0,0,0,38,38,0,0,29,253,0
12444,0,NA,1,0,0,0,0,79,79,0,0,158,1446,0
12445,0,NA,3,0,3.708333,0,-113.4681,115,115,0,1,52,858,0
12446,0,NA,3,0,40.25,0,-45.07447,71,71,0,1,176,2832,0
12447,0,NA,1,0,0,0,0,8,8,0,0,166,1702,0
12448,0,NA,1,0,0,0,0,86,86,0,0,172,2481,0
12449,0,NA,1,0,0,0,0,23,23,0,0,0,318,0
12450,0,NA,1,0,0,0,0,37,37,0,0,99,1449,0
12451,0,NA,1,0,0,0,0,32,32,0,0,8,79,0
12452,0,NA,1,0,0,0,0,24,24,0,0,42,81,0
12453,0,NA,1,0,0,0,0,146,146,0,0,166,862,0
12454,0,NA,2,0,0.0416667,0,-64.17393,64,64,0,1,167,891,0
12455,0,NA,8,0,6.732143,0,-122.8385,128,128,0,1,178,470,0
12456,0,NA,1,0,0,0,0,123,123,0,0,22,316,0
12457,0,NA,1,0,0,0,0,34,34,0,0,51,105,0
12458,0,NA,1,0,0,0,0,4,4,0,0,154,487,0
12459,0,NA,1,0,0,0,0,46,46,0,0,158,1980,0
12460,0,NA,1,0,0,0,0,97,97,0,0,68,103,0
12461,0,NA,1,0,0,0,0,55,55,0,0,36,67,0
12462,0,NA,1,0,0,0,0,69,69,0,0,168,661,0
12463,0,NA,5,0,31.57292,0,-24.62488,49,49,0,1,30,238,0
12464,0,NA,1,0,0,0,0,51,51,0,0,22,109,0
12465,0,NA,1,0,0,0,0,106,106,0,0,101,189,0
12466,0,NA,1,0,0,0,0,9,9,0,0,72,264,0
12467,0,NA,2,0,0.0416667,0,-24.69921,24,24,0,1,85,293,0
12468,0,NA,1,0,0,0,0,78,78,0,0,69,253,0
12469,0,NA,1,0,0,0,0,35,35,0,0,23,159,0
12470,0,NA,1,0,0,0,0,143,143,0,0,86,337,0
12471,0,NA,2,0,0.5833333,0,-75.40746,75,75,0,1,183,2828,0
12472,0,NA,1,0,0,0,0,43,43,0,0,14,55,0
12473,0,NA,1,0,0,0,0,52,52,0,0,185,688,0
12474,1,2,6,4.416667,22.61667,-110.8589,14.44667,4,4,1,1,173,2579,0
12475,0,NA,1,0,0,0,0,8,8,0,0,17,109,0
12476,0,NA,7,0,15.03472,0,-52.83939,65,65,0,1,67,529,0
12477,0,NA,1,0,0,0,0,72,72,0,0,84,680,0
12478,0,NA,1,0,0,0,0,28,28,0,0,63,121,0
12479,0,NA,2,0,98.20834,0,4.1617,44,44,0,1,60,341,0
12480,0,NA,1,0,0,0,0,135,135,0,0,133,1468,0
12481,0,NA,1,0,0,0,0,10,10,0,0,-1,1,0
12482,0,NA,1,0,0,0,0,5,5,0,0,11,61,0
12483,0,NA,1,0,0,0,0,95,95,0,0,173,305,0
12484,0,NA,1,0,0,0,0,149,149,0,0,60,120,0
12485,0,NA,1,0,0,0,0,34,34,0,0,32,180,0
12486,0,NA,5,0,3.78125,0,-16.71476,19,19,0,1,70,217,0
12487,0,NA,1,0,0,0,0,80,80,0,0,156,2374,0
12488,0,NA,1,0,0,0,0,13,13,0,0,104,268,0
12489,0,NA,1,0,0,0,0,104,104,0,0,1,10,0
12490,0,NA,1,0,0,0,0,172,172,0,0,171,593,0
12491,0,NA,3,0,10.47917,0,-98.90794,105,105,0,1,28,131,0
12492,0,NA,1,0,0,0,0,183,183,0,0,176,928,0
12493,0,NA,1,0,0,0,0,99,99,0,0,181,4744,0
12494,0,NA,1,0,0,0,0,4,4,0,0,63,406,0
12495,0,NA,5,0,2.760417,0,-23.77018,25,25,0,1,64,453,0
12496,0,NA,1,0,0,0,0,18,18,0,0,162,807,0
12497,0,NA,1,0,0,0,0,47,47,0,0,176,267,0
12498,0,NA,1,0,0,0,0,2,2,0,0,7,218,0
12499,0,NA,1,0,0,0,0,167,167,0,0,167,1109,0
12500,0,NA,1,0,0,0,0,170,170,0,0,63,366,0
12501,1,1,10,0,13.58333,0,10.51036,1,1,0,1,16,75,0
12502,0,NA,1,0,0,0,0,111,111,0,0,54,171,0
12503,0,NA,2,0,23.20833,0,-16.2916,27,27,0,1,142,691,0
12504,0,NA,1,0,0,0,0,137,137,0,0,156,1227,0
12505,0,NA,1,0,0,0,0,68,68,0,0,15,73,0
12506,0,NA,1,0,0,0,0,4,4,0,0,16,142,0
12507,0,NA,1,0,0,0,0,23,23,0,0,150,731,0
12508,0,NA,1,0,0,0,0,132,132,0,0,122,286,0
12509,0,NA,1,0,0,0,0,70,70,0,0,117,567,0
12510,0,NA,1,0,0,0,0,8,8,0,0,182,1117,0
12511,0,NA,2,0,91.08334,0,-26.72222,72,72,0,1,150,269,0
12512,0,NA,2,0,3.75,0,-35.01571,36,36,0,1,152,451,0
12513,0,NA,2,0,7.958333,0,-51.41098,55,55,0,1,44,234,0
12514,0,NA,3,0,2.479167,0,-1.501343,3,3,0,1,10,121,0
12515,1,1,2,0,28.08333,0,-19.883,33,33,0,1,69,351,0
12516,0,NA,2,0,102.0417,0,6.111842,44,44,0,1,42,109,0
12517,0,NA,1,0,0,0,0,144,144,0,0,181,515,0
12518,0,NA,2,0,1.25,0,-16.48065,17,17,0,1,132,613,0
12519,0,NA,5,0,25.9375,0,6.743054,14,14,0,1,9,1427,0
12520,0,NA,1,0,0,0,0,99,99,0,0,52,185,0
12521,0,NA,2,0,30.875,0,-103.0467,118,118,0,1,58,159,0
12522,0,NA,1,0,0,0,0,20,20,0,0,20,55,0
12523,0,NA,1,0,0,0,0,46,46,0,0,65,270,0
12524,0,NA,1,0,0,0,0,76,76,0,0,27,255,0
12525,0,NA,1,0,0,0,0,118,118,0,0,147,608,0
12526,0,NA,1,0,0,0,0,4,4,0,0,100,223,0
12527,0,NA,1,0,0,0,0,58,58,0,0,27,96,0
12528,0,NA,2,0,44.20833,0,-40.25704,62,62,0,1,175,692,0
12529,0,NA,2,0,39.95833,0,19.30207,0,0,0,1,24,249,0
12530,0,NA,1,0,0,0,0,168,168,0,0,171,416,0
12531,0,NA,1,0,0,0,0,19,19,0,0,4,63,0
12532,0,NA,1,0,0,0,0,62,62,0,0,53,463,0
12533,0,NA,1,0,0,0,0,17,17,0,0,47,174,0
12534,1,1,2,0,73.16666,0,-53.46604,90,90,0,1,174,746,0
12535,0,NA,10,0,18.21759,0,8.851225,7,7,0,1,173,926,0
12536,0,NA,1,0,0,0,0,13,13,0,0,179,415,0
12537,0,NA,6,0,29.65,0,8.719329,15,15,0,1,126,506,0
12538,0,NA,9,0,0.140625,0,0.070625,0,0,0,1,14,653,0
12539,0,NA,1,0,0,0,0,17,17,0,0,164,428,0
12540,0,NA,1,0,0,0,0,123,123,0,0,66,366,0
12541,0,NA,1,0,0,0,0,127,127,0,0,24,179,0
12542,0,NA,2,0,0.0416667,0,-28.07779,28,28,0,1,5,25,0
12543,0,NA,1,0,0,0,0,21,21,0,0,24,50,0
12544,0,NA,1,0,0,0,0,5,5,0,0,169,900,0
12545,0,NA,1,0,0,0,0,179,179,0,0,153,1146,0
12546,0,NA,1,0,0,0,0,49,49,0,0,139,272,0
12547,0,NA,1,0,0,0,0,90,90,0,0,5,6,0
12548,0,NA,1,0,0,0,0,16,16,0,0,157,1701,0
12549,0,NA,1,0,0,0,0,97,97,0,0,124,502,0
12550,0,NA,1,0,0,0,0,30,30,0,0,37,1037,0
12551,0,NA,1,0,0,0,0,7,7,0,0,8,83,0
12552,0,NA,2,0,1.666667,0,-9.505762,10,10,0,1,118,2993,0
12553,0,NA,1,0,0,0,0,2,2,0,0,-1,819,0
12554,0,NA,1,0,0,0,0,33,33,0,0,170,2824,0
12555,0,NA,2,0,13.75,0,-111.5866,118,118,0,1,90,733,0
12556,0,NA,1,0,0,0,0,2,2,0,0,25,61,0
12557,0,NA,1,0,0,0,0,147,147,0,0,159,1727,0
12558,0,NA,1,0,0,0,0,91,91,0,0,147,549,0
12559,0,NA,1,0,0,0,0,36,36,0,0,121,293,0
12560,0,NA,2,0,0.0416667,0,-2.95515,2,2,0,1,184,475,0
12561,0,NA,1,0,0,0,0,128,128,0,0,113,402,0
12562,1,1,3,0,23.04167,0,5.911807,9,9,0,1,32,50,0
12563,0,NA,1,0,0,0,0,76,76,0,0,149,832,0
12564,0,NA,1,0,0,0,0,16,16,0,0,100,809,0
12565,0,NA,2,0,0.0416667,0,-75.96242,75,75,0,1,22,125,0
12566,0,NA,1,0,0,0,0,76,76,0,0,162,7283,0
12567,0,NA,2,0,0.5833333,0,-72.85114,73,73,0,1,11,57,0
