isbuyer,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
0,1,0.0,0.0,0.0,0.0,153,153,0,0,31,83,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,65,143,0
0,1,0.0,0.0,0.0,0.0,60,60,0,0,43,85,0
0,1,0.0,0.0,0.0,0.0,49,49,0,0,49,670,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,22,116,0
0,1,0.0,0.0,0.0,0.0,132,132,0,0,141,731,0
0,1,0.0,0.0,0.0,0.0,37,37,0,0,48,217,0
0,1,0.0,0.0,0.0,0.0,179,179,0,0,10,222,0
0,2,0.0,11.75,0.0,-63.25193,69,69,0,1,141,665,0
0,3,0.0,8.083333,0.0,-6.502232,11,11,0,1,28,79,0
0,4,0.0,15.833329999999998,0.0,-1.778517,13,13,0,1,118,543,0
0,4,0.0,37.55556,0.0,12.95456,15,15,0,1,174,470,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,184,431,0
0,1,0.0,0.0,0.0,0.0,28,28,0,0,73,1425,0
0,1,0.0,0.0,0.0,0.0,65,65,0,0,31,88,0
0,1,0.0,0.0,0.0,0.0,112,112,0,0,88,2699,0
0,1,0.0,0.0,0.0,0.0,101,101,0,0,29,47,0
0,1,0.0,0.0,0.0,0.0,91,91,0,0,180,2266,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,-1,3,0
0,1,0.0,0.0,0.0,0.0,15,15,0,0,100,374,0
0,1,0.0,0.0,0.0,0.0,36,36,0,0,10,108,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,133,404,0
0,1,0.0,0.0,0.0,0.0,1,1,0,0,169,2729,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,14,29,0
0,1,0.0,0.0,0.0,0.0,31,31,0,0,7,35,0
0,3,0.0,59.5,0.0,-1.527279,41,41,0,1,174,334,0
0,1,0.0,0.0,0.0,0.0,90,90,0,0,169,897,0
0,1,0.0,0.0,0.0,0.0,27,27,0,0,12,62,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,10,47,0
0,1,0.0,0.0,0.0,0.0,74,74,0,0,72,876,0
0,1,0.0,0.0,0.0,0.0,78,78,0,0,39,81,0
0,2,0.0,14.5,0.0,-8.205717,15,15,0,1,76,242,0
0,2,0.0,21.0,0.0,-15.470379999999999,25,25,0,1,4,36,0
0,1,0.0,0.0,0.0,0.0,50,50,0,0,174,804,0
0,1,0.0,0.0,0.0,0.0,64,64,0,0,163,1425,0
0,2,0.0,24.04167,0.0,-85.40805,97,97,0,1,177,9392,0
0,1,0.0,0.0,0.0,0.0,8,8,0,0,96,322,0
0,2,0.0,13.375,0.0,-65.94244,72,72,0,1,46,69,0
0,2,0.0,4.9166669999999995,0.0,-117.6398,120,120,0,1,169,1239,0
0,2,0.0,1.666667,0.0,-46.50271,47,47,0,1,159,4297,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,53,168,0
0,1,0.0,0.0,0.0,0.0,149,149,0,0,121,296,0
0,1,0.0,0.0,0.0,0.0,106,106,0,0,30,231,0
0,1,0.0,0.0,0.0,0.0,35,35,0,0,60,123,0
0,1,0.0,0.0,0.0,0.0,98,98,0,0,161,1017,0
0,3,0.0,66.39584,0.0,18.34994,25,25,0,1,172,1713,0
0,1,0.0,0.0,0.0,0.0,74,74,0,0,77,167,0
0,2,0.0,136.5,0.0,23.357,44,44,0,1,0,1066,0
0,1,0.0,0.0,0.0,0.0,38,38,0,0,168,1341,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,26,451,0
1,5,0.0,25.20833,0.0,14.96076,5,5,0,1,85,362,0
0,3,0.0,3.166667,0.0,-21.42953,23,23,0,1,136,432,0
0,1,0.0,0.0,0.0,0.0,130,130,0,0,162,1405,0
0,2,0.0,23.04167,0.0,-150.4522,161,161,0,1,172,2071,0
0,1,0.0,0.0,0.0,0.0,150,150,0,0,47,156,0
0,1,0.0,0.0,0.0,0.0,53,53,0,0,178,909,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,111,208,0
0,3,0.0,10.5,0.0,6.8179289999999995,0,0,0,1,1,618,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,28,155,0
0,9,0.0,4.640625,0.0,-19.69918,23,23,0,1,0,1052,0
0,1,0.0,0.0,0.0,0.0,122,122,0,0,24,550,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,82,287,0
0,1,0.0,0.0,0.0,0.0,33,33,0,0,25,81,0
0,1,0.0,0.0,0.0,0.0,98,98,0,0,140,889,0
0,4,0.0,0.2222222,0.0,-23.74716,23,23,0,1,5,81,0
0,1,0.0,0.0,0.0,0.0,35,35,0,0,155,557,0
0,2,0.0,3.916667,0.0,-42.03305,43,43,0,1,21,153,0
1,3,0.0,0.45833329999999994,0.0,-25.82564,26,26,0,1,30,137,0
0,2,0.0,0.041666699999999994,0.0,-12.9609,12,12,0,1,-1,7,0
0,1,0.0,0.0,0.0,0.0,99,99,0,0,49,177,0
0,1,0.0,0.0,0.0,0.0,159,159,0,0,171,473,0
0,1,0.0,0.0,0.0,0.0,73,73,0,0,116,158,0
0,1,0.0,0.0,0.0,0.0,35,35,0,0,104,322,0
0,1,0.0,0.0,0.0,0.0,148,148,0,0,61,137,0
0,2,0.0,0.041666699999999994,0.0,-173.6826,173,173,0,1,57,276,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,141,410,0
0,1,0.0,0.0,0.0,0.0,126,126,0,0,81,199,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,68,141,0
0,2,0.0,3.291667,0.0,-113.8624,115,115,0,1,157,372,0
0,2,0.0,24.83333,0.0,-33.83696,46,46,0,1,176,1231,0
0,1,0.0,0.0,0.0,0.0,133,133,0,0,152,593,0
0,1,0.0,0.0,0.0,0.0,144,144,0,0,169,6535,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,13,84,0
0,1,0.0,0.0,0.0,0.0,122,122,0,0,0,2890,0
0,1,0.0,0.0,0.0,0.0,64,64,0,0,75,194,0
0,1,0.0,0.0,0.0,0.0,33,33,0,0,114,114,0
1,2,0.041666699999999994,0.041666699999999994,0.0078458,-0.033820800000000005,0,0,1,1,18,65,0
0,1,0.0,0.0,0.0,0.0,173,173,0,0,172,884,0
1,4,0.0,35.43056,0.0,10.63867,15,15,0,1,170,755,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,16,74,0
1,28,155.0833,6.594136,52.50744,4.282739,2,2,1,1,55,377,1
0,3,0.0,22.52083,0.0,-22.19748,37,37,0,1,181,1789,0
0,1,0.0,0.0,0.0,0.0,63,63,0,0,16,60,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,24,412,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,13,33,0
0,1,0.0,0.0,0.0,0.0,49,49,0,0,11,73,0
0,2,0.0,6.5833330000000005,0.0,-22.32807,25,25,0,1,36,552,0
0,1,0.0,0.0,0.0,0.0,145,145,0,0,186,1068,0
0,1,0.0,0.0,0.0,0.0,38,38,0,0,-1,455,0
0,1,0.0,0.0,0.0,0.0,90,90,0,0,168,2160,0
0,1,0.0,0.0,0.0,0.0,123,123,0,0,179,630,0
0,1,0.0,0.0,0.0,0.0,23,23,0,0,29,141,0
0,1,0.0,0.0,0.0,0.0,10,10,0,0,179,2861,0
0,1,0.0,0.0,0.0,0.0,39,39,0,0,175,835,0
0,2,0.0,0.041666699999999994,0.0,-29.9896,30,30,0,1,17,143,0
0,1,0.0,0.0,0.0,0.0,55,55,0,0,57,337,0
0,1,0.0,0.0,0.0,0.0,149,149,0,0,59,382,0
0,1,0.0,0.0,0.0,0.0,177,177,0,0,90,415,0
0,1,0.0,0.0,0.0,0.0,178,178,0,0,67,637,0
0,3,0.0,6.3125,0.0,-48.18525,52,52,0,1,47,313,0
0,1,0.0,0.0,0.0,0.0,148,148,0,0,101,501,0
0,2,0.0,0.7083333,0.0,-5.940787,6,6,0,1,49,113,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,69,117,0
0,1,0.0,0.0,0.0,0.0,30,30,0,0,61,442,0
0,1,0.0,0.0,0.0,0.0,133,133,0,0,142,592,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,8,28,0
1,1,0.0,0.0,0.0,0.0,142,142,0,0,162,661,0
0,1,0.0,0.0,0.0,0.0,160,160,0,0,174,377,0
0,1,0.0,0.0,0.0,0.0,100,100,0,0,177,1262,0
0,1,0.0,0.0,0.0,0.0,65,65,0,0,23,266,0
0,1,0.0,0.0,0.0,0.0,95,95,0,0,170,5987,0
0,2,0.0,0.2916667,0.0,-116.8274,116,116,0,1,24,196,0
0,1,0.0,0.0,0.0,0.0,128,128,0,0,115,536,0
0,1,0.0,0.0,0.0,0.0,30,30,0,0,17,155,0
0,1,0.0,0.0,0.0,0.0,87,87,0,0,102,379,0
0,4,0.0,35.79167,0.0,24.934179999999998,1,1,0,1,31,233,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,57,196,0
0,1,0.0,0.0,0.0,0.0,116,116,0,0,163,1245,0
0,1,0.0,0.0,0.0,0.0,28,28,0,0,0,782,0
0,1,0.0,0.0,0.0,0.0,100,100,0,0,153,547,0
0,1,0.0,0.0,0.0,0.0,26,26,0,0,12,81,0
0,1,0.0,0.0,0.0,0.0,124,124,0,0,167,2374,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,18,49,0
0,1,0.0,0.0,0.0,0.0,41,41,0,0,102,849,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,73,132,0
0,1,0.0,0.0,0.0,0.0,95,95,0,0,162,287,0
0,1,0.0,0.0,0.0,0.0,40,40,0,0,14,55,0
0,1,0.0,0.0,0.0,0.0,81,81,0,0,166,2914,0
0,1,0.0,0.0,0.0,0.0,114,114,0,0,40,225,0
0,1,0.0,0.0,0.0,0.0,25,25,0,0,10,284,0
0,1,0.0,0.0,0.0,0.0,6,6,0,0,66,130,0
0,1,0.0,0.0,0.0,0.0,54,54,0,0,38,142,0
0,1,0.0,0.0,0.0,0.0,25,25,0,0,178,778,0
0,1,0.0,0.0,0.0,0.0,126,126,0,0,130,666,0
0,1,0.0,0.0,0.0,0.0,145,145,0,0,156,404,0
0,5,0.0,7.75,0.0,1.181329,5,5,0,1,95,341,0
0,7,0.0,12.34722,0.0,-45.17498,55,55,0,1,195,895,0
0,3,0.0,12.375,0.0,-2.037825,10,10,0,1,54,129,0
0,13,0.0,5.8958330000000005,0.0,-30.9548,36,36,0,1,-1,13,0
0,1,0.0,0.0,0.0,0.0,63,63,0,0,6,48,0
0,2,0.0,12.08333,0.0,-127.066,133,133,0,1,177,2222,0
0,4,0.0,37.63889,0.0,1.9957880000000001,26,26,0,1,115,331,0
0,1,0.0,0.0,0.0,0.0,45,45,0,0,6,1314,0
0,1,0.0,0.0,0.0,0.0,14,14,0,0,93,638,0
0,1,0.0,0.0,0.0,0.0,135,135,0,0,33,653,0
0,3,0.0,0.1666667,0.0,-1.963714,2,2,0,1,170,921,0
0,1,0.0,0.0,0.0,0.0,169,169,0,0,169,913,0
0,1,0.0,0.0,0.0,0.0,8,8,0,0,15,113,0
0,1,0.0,0.0,0.0,0.0,53,53,0,0,123,371,0
0,1,0.0,0.0,0.0,0.0,149,149,0,0,47,265,0
0,1,0.0,0.0,0.0,0.0,69,69,0,0,143,319,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,26,76,0
0,1,0.0,0.0,0.0,0.0,144,144,0,0,89,279,0
1,3,0.0,0.041666699999999994,0.0,-116.9986,117,117,0,1,104,312,0
0,1,0.0,0.0,0.0,0.0,166,166,0,0,161,421,0
0,3,0.0,38.5,0.0,-60.49625,86,86,0,1,21,271,0
0,3,0.0,0.10416669999999999,0.0,-80.67022,80,80,0,1,74,448,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,148,404,0
0,1,0.0,0.0,0.0,0.0,162,162,0,0,96,452,0
0,1,0.0,0.0,0.0,0.0,99,99,0,0,149,4693,0
0,2,0.0,37.45833,0.0,16.712020000000003,2,2,0,1,31,241,0
0,1,0.0,0.0,0.0,0.0,107,107,0,0,29,120,0
0,1,0.0,0.0,0.0,0.0,108,108,0,0,108,196,0
1,2,0.0,0.041666699999999994,0.0,-91.93626,91,91,0,1,59,256,0
0,2,0.0,79.95834,0.0,-53.85774,93,93,0,1,31,141,0
0,2,0.0,33.33333,0.0,-132.3013,148,148,0,1,177,1404,0
0,3,0.0,52.4375,0.0,10.87623,24,24,0,1,162,1032,1
1,11,0.0,12.69583,0.0,6.367533,5,5,0,1,172,528,0
0,2,0.0,0.041666699999999994,0.0,-25.10768,25,25,0,1,177,729,0
0,1,0.0,0.0,0.0,0.0,139,139,0,0,88,280,0
0,1,0.0,0.0,0.0,0.0,49,49,0,0,174,336,0
0,1,0.0,0.0,0.0,0.0,15,15,0,0,175,2320,0
0,1,0.0,0.0,0.0,0.0,104,104,0,0,107,565,0
0,1,0.0,0.0,0.0,0.0,83,83,0,0,24,60,0
0,1,0.0,0.0,0.0,0.0,35,35,0,0,73,337,0
0,6,0.0,15.2,0.0,0.7370709,11,11,0,1,63,112,0
0,2,0.0,7.0,0.0,-129.8443,133,133,0,1,164,1675,0
0,1,0.0,0.0,0.0,0.0,142,142,0,0,168,1880,0
0,3,0.0,4.0416669999999995,0.0,-8.580706,11,11,0,1,40,97,0
0,1,0.0,0.0,0.0,0.0,34,34,0,0,8,28,0
1,1,0.0,0.0,0.0,0.0,0,0,0,0,1,779,0
0,1,0.0,0.0,0.0,0.0,90,90,0,0,142,394,0
0,1,0.0,0.0,0.0,0.0,159,159,0,0,30,135,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,87,342,0
0,1,0.0,0.0,0.0,0.0,173,173,0,0,171,1557,0
0,1,0.0,0.0,0.0,0.0,105,105,0,0,63,158,0
0,1,0.0,0.0,0.0,0.0,154,154,0,0,106,506,0
0,1,0.0,0.0,0.0,0.0,113,113,0,0,147,2504,0
0,1,0.0,0.0,0.0,0.0,42,42,0,0,56,186,0
0,1,0.0,0.0,0.0,0.0,17,17,0,0,181,656,0
0,8,0.0,1.458333,0.0,-136.6414,137,137,0,1,163,1046,0
0,3,0.0,22.41667,0.0,-27.1889,42,42,0,1,128,459,0
0,1,0.0,0.0,0.0,0.0,47,47,0,0,149,728,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,35,134,0
0,1,0.0,0.0,0.0,0.0,55,55,0,0,149,2576,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,178,755,0
0,1,0.0,0.0,0.0,0.0,102,102,0,0,172,433,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,77,476,0
0,3,0.0,9.708333,0.0,-45.18525,51,51,0,1,43,416,0
0,1,0.0,0.0,0.0,0.0,146,146,0,0,50,345,0
1,4,0.0,10.43056,0.0,0.2042125,7,7,0,1,25,153,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,48,245,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,16,40,0
0,3,0.0,2.125,0.0,-93.50304,94,94,0,1,0,749,0
0,1,0.0,0.0,0.0,0.0,76,76,0,0,104,244,0
0,2,0.0,0.041666699999999994,0.0,-101.5703,101,101,0,1,169,324,0
0,1,0.0,0.0,0.0,0.0,16,16,0,0,12,44,0
0,1,0.0,0.0,0.0,0.0,32,32,0,0,181,2295,0
0,1,0.0,0.0,0.0,0.0,112,112,0,0,80,1085,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,62,170,0
0,2,0.0,8.083333,0.0,-161.1264,165,165,0,1,82,213,0
0,1,0.0,0.0,0.0,0.0,177,177,0,0,169,1952,0
0,1,0.0,0.0,0.0,0.0,25,25,0,0,111,172,0
0,1,0.0,0.0,0.0,0.0,41,41,0,0,79,195,0
0,2,0.0,132.0417,0.0,45.38882,20,20,0,1,62,300,0
0,1,0.0,0.0,0.0,0.0,165,165,0,0,75,289,0
0,2,0.0,33.125,0.0,12.55594,4,4,0,1,14,44,0
0,1,0.0,0.0,0.0,0.0,34,34,0,0,37,67,0
0,1,0.0,0.0,0.0,0.0,178,178,0,0,156,834,0
0,1,0.0,0.0,0.0,0.0,20,20,0,0,75,284,0
1,2,0.0,0.041666699999999994,0.0,-111.773,111,111,0,1,62,271,0
0,1,0.0,0.0,0.0,0.0,74,74,0,0,111,562,0
0,6,0.0,26.85,0.0,-18.560679999999998,40,40,0,1,0,1696,0
0,1,0.0,0.0,0.0,0.0,55,55,0,0,19,274,0
0,1,0.0,0.0,0.0,0.0,42,42,0,0,56,106,0
0,1,0.0,0.0,0.0,0.0,64,64,0,0,166,1289,0
0,1,0.0,0.0,0.0,0.0,69,69,0,0,9,47,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,41,122,0
0,1,0.0,0.0,0.0,0.0,108,108,0,0,131,362,0
0,3,0.0,59.083330000000004,0.0,10.391160000000001,28,28,0,1,160,4372,0
0,8,0.0,17.28572,0.0,-41.17924,56,56,0,1,174,6147,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,131,431,0
0,1,0.0,0.0,0.0,0.0,58,58,0,0,73,268,0
0,1,0.0,0.0,0.0,0.0,14,14,0,0,3,28,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,8,89,0
0,1,0.0,0.0,0.0,0.0,14,14,0,0,73,110,0
0,2,0.0,17.5,0.0,-31.77007,40,40,0,1,174,597,0
0,2,0.0,0.041666699999999994,0.0,-58.33896,58,58,0,1,132,620,0
0,1,0.0,0.0,0.0,0.0,166,166,0,0,54,175,0
0,1,0.0,0.0,0.0,0.0,118,118,0,0,157,685,0
0,1,0.0,0.0,0.0,0.0,47,47,0,0,14,16,0
0,1,0.0,0.0,0.0,0.0,75,75,0,0,171,2678,0
0,1,0.0,0.0,0.0,0.0,33,33,0,0,175,429,0
0,1,0.0,0.0,0.0,0.0,38,38,0,0,31,58,0
0,1,0.0,0.0,0.0,0.0,97,97,0,0,159,4281,0
0,3,0.0,31.58333,0.0,17.38873,3,3,0,1,23,46,0
0,1,0.0,0.0,0.0,0.0,122,122,0,0,23,92,0
0,1,0.0,0.0,0.0,0.0,27,27,0,0,63,156,0
0,1,0.0,0.0,0.0,0.0,105,105,0,0,114,370,0
1,2,0.0,24.125,0.0,-0.4984958,12,12,0,1,104,468,0
0,2,0.0,51.91667,0.0,20.0668,5,5,0,1,65,154,0
0,1,0.0,0.0,0.0,0.0,3,3,0,0,51,315,0
0,66,0.0,2.6653849999999997,0.0,-3.412071,6,6,0,1,126,980,0
0,1,0.0,0.0,0.0,0.0,67,67,0,0,0,753,1
0,1,0.0,0.0,0.0,0.0,146,146,0,0,167,1672,0
0,1,0.0,0.0,0.0,0.0,26,26,0,0,93,155,0
1,2,0.0,0.041666699999999994,0.0,-106.3183,106,106,0,1,57,145,0
0,2,0.0,1.125,0.0,-129.7893,130,130,0,1,69,227,0
0,2,0.0,0.041666699999999994,0.0,-169.574,169,169,0,1,149,3501,0
0,1,0.0,0.0,0.0,0.0,75,75,0,0,45,91,0
0,6,0.0,10.975,0.0,6.648867,2,2,0,1,41,108,0
0,3,0.0,12.33333,0.0,-4.027361,12,12,0,1,53,655,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,5,22,0
0,1,0.0,0.0,0.0,0.0,86,86,0,0,73,187,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,118,755,0
0,1,0.0,0.0,0.0,0.0,174,174,0,0,171,492,0
0,1,0.0,0.0,0.0,0.0,67,67,0,0,33,51,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,121,1051,0
0,1,0.0,0.0,0.0,0.0,121,121,0,0,164,1978,0
0,1,0.0,0.0,0.0,0.0,16,16,0,0,53,196,0
0,1,0.0,0.0,0.0,0.0,42,42,0,0,156,346,0
0,1,0.0,0.0,0.0,0.0,155,155,0,0,162,665,0
0,2,0.0,130.8333,0.0,11.28615,54,54,0,1,168,2712,0
0,2,0.0,78.0,0.0,-47.262679999999996,86,86,0,1,173,1662,0
0,1,0.0,0.0,0.0,0.0,130,130,0,0,165,925,0
0,1,0.0,0.0,0.0,0.0,119,119,0,0,46,77,0
0,2,0.0,3.083333,0.0,-14.217820000000001,15,15,0,1,147,475,0
0,2,0.0,0.041666699999999994,0.0,-95.83059,95,95,0,1,25,58,0
0,1,0.0,0.0,0.0,0.0,119,119,0,0,43,199,0
1,1,0.0,0.0,0.0,0.0,145,145,0,0,64,443,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,54,433,0
0,1,0.0,0.0,0.0,0.0,31,31,0,0,83,368,0
0,1,0.0,0.0,0.0,0.0,16,16,0,0,83,322,0
0,1,0.0,0.0,0.0,0.0,103,103,0,0,23,474,0
0,1,0.0,0.0,0.0,0.0,111,111,0,0,185,1013,0
0,1,0.0,0.0,0.0,0.0,72,72,0,0,186,1176,0
0,3,0.0,20.0,0.0,-0.7317,14,14,0,1,168,818,0
0,1,0.0,0.0,0.0,0.0,104,104,0,0,181,1536,0
0,1,0.0,0.0,0.0,0.0,25,25,0,0,30,43,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,53,221,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,3,42,0
0,1,0.0,0.0,0.0,0.0,121,121,0,0,104,270,0
0,5,0.0,13.739579999999998,0.0,9.538471000000001,1,1,0,1,54,830,0
1,4,21.75,29.22222,-3.5543169999999997,7.48735,14,14,1,1,76,1349,0
0,1,0.0,0.0,0.0,0.0,83,83,0,0,166,674,0
0,1,0.0,0.0,0.0,0.0,1,1,0,0,29,97,0
0,1,0.0,0.0,0.0,0.0,161,161,0,0,159,6983,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,1,14,0
0,1,0.0,0.0,0.0,0.0,97,97,0,0,18,37,0
0,2,0.0,10.20833,0.0,-161.7049,166,166,0,1,173,1819,0
1,12,0.2083333,1.185606,-15.65216,-1.8778569999999999,2,2,1,1,156,1885,0
0,1,0.0,0.0,0.0,0.0,117,117,0,0,175,692,0
0,1,0.0,0.0,0.0,0.0,38,38,0,0,90,347,0
0,1,0.0,0.0,0.0,0.0,89,89,0,0,180,1437,0
0,1,0.0,0.0,0.0,0.0,149,149,0,0,27,240,0
0,1,0.0,0.0,0.0,0.0,59,59,0,0,167,1014,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,169,2214,0
0,1,0.0,0.0,0.0,0.0,40,40,0,0,39,71,0
0,1,0.0,0.0,0.0,0.0,134,134,0,0,90,434,0
0,2,0.0,15.416670000000002,0.0,-2.302512,10,10,0,1,38,287,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,106,621,0
0,1,0.0,0.0,0.0,0.0,49,49,0,0,127,438,0
0,2,0.0,7.5,0.0,-1.587683,5,5,0,1,108,983,0
0,1,0.0,0.0,0.0,0.0,20,20,0,0,23,49,0
0,1,0.0,0.0,0.0,0.0,82,82,0,0,52,244,0
0,1,0.0,0.0,0.0,0.0,55,55,0,0,185,764,0
0,1,0.0,0.0,0.0,0.0,28,28,0,0,111,310,0
0,1,0.0,0.0,0.0,0.0,52,52,0,0,154,633,0
1,19,0.0,8.534722,0.0,2.6861639999999998,5,5,0,1,167,1522,0
0,2,0.0,64.91666,0.0,-66.47531,98,98,0,1,37,165,0
0,1,0.0,0.0,0.0,0.0,27,27,0,0,20,34,0
0,1,0.0,0.0,0.0,0.0,26,26,0,0,142,437,0
0,1,0.0,0.0,0.0,0.0,34,34,0,0,-1,341,0
0,3,0.0,20.0625,0.0,-59.652590000000004,73,73,0,1,127,1448,0
0,1,0.0,0.0,0.0,0.0,137,137,0,0,163,249,0
0,1,0.0,0.0,0.0,0.0,24,24,0,0,24,59,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,53,103,0
0,1,0.0,0.0,0.0,0.0,10,10,0,0,61,112,0
0,1,0.0,0.0,0.0,0.0,125,125,0,0,39,252,0
0,1,0.0,0.0,0.0,0.0,32,32,0,0,19,37,0
0,2,0.0,0.041666699999999994,0.0,-20.93328,20,20,0,1,136,1095,0
0,1,0.0,0.0,0.0,0.0,172,172,0,0,38,154,0
1,1,0.0,0.0,0.0,0.0,70,70,0,0,49,138,0
0,1,0.0,0.0,0.0,0.0,88,88,0,0,116,502,0
0,1,0.0,0.0,0.0,0.0,15,15,0,0,32,158,0
0,1,0.0,0.0,0.0,0.0,162,162,0,0,139,417,0
0,1,0.0,0.0,0.0,0.0,108,108,0,0,159,506,0
0,1,0.0,0.0,0.0,0.0,105,105,0,0,179,1163,0
0,1,0.0,0.0,0.0,0.0,42,42,0,0,151,393,0
0,1,0.0,0.0,0.0,0.0,47,47,0,0,22,114,0
0,1,0.0,0.0,0.0,0.0,19,19,0,0,34,62,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,46,110,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,160,2451,0
0,1,0.0,0.0,0.0,0.0,79,79,0,0,95,593,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,9,34,0
0,1,0.0,0.0,0.0,0.0,64,64,0,0,185,3777,0
0,11,0.0,10.82083,0.0,-64.07137,73,73,0,1,137,885,0
0,2,0.0,3.041667,0.0,-57.49966,59,59,0,1,104,199,0
0,1,0.0,0.0,0.0,0.0,153,153,0,0,173,1348,0
0,2,0.0,0.041666699999999994,0.0,-70.16615999999999,70,70,0,1,120,863,0
0,2,0.0,7.5416669999999995,0.0,2.7827330000000003,0,0,0,1,62,312,0
0,1,0.0,0.0,0.0,0.0,48,48,0,0,155,2067,0
0,2,0.0,2.125,0.0,-143.8245,144,144,0,1,0,251,0
0,2,0.0,104.125,0.0,-5.474225,57,57,0,1,103,711,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,4,9,0
0,1,0.0,0.0,0.0,0.0,169,169,0,0,82,336,0
0,1,0.0,0.0,0.0,0.0,68,68,0,0,175,1412,0
0,1,0.0,0.0,0.0,0.0,26,26,0,0,24,499,0
0,3,0.0,3.041667,0.0,-7.102547,9,9,0,1,112,1140,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,47,146,0
1,12,0.0,5.348485,0.0,4.881574,0,0,0,1,176,2029,0
0,1,0.0,0.0,0.0,0.0,35,35,0,0,164,787,0
0,1,0.0,0.0,0.0,0.0,60,60,0,0,92,281,0
0,1,0.0,0.0,0.0,0.0,26,26,0,0,106,759,0
0,1,0.0,0.0,0.0,0.0,16,16,0,0,9,34,0
0,1,0.0,0.0,0.0,0.0,75,75,0,0,187,575,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,112,436,0
0,1,0.0,0.0,0.0,0.0,40,40,0,0,185,694,0
0,2,0.0,90.08334,0.0,8.782733,36,36,0,1,168,546,0
0,2,0.0,50.75,0.0,-54.57505,79,79,0,1,39,302,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,87,182,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,6,61,0
0,1,0.0,0.0,0.0,0.0,145,145,0,0,148,788,0
0,2,0.0,0.041666699999999994,0.0,-44.85873,44,44,0,1,170,521,0
0,1,0.0,0.0,0.0,0.0,45,45,0,0,173,356,0
0,1,0.0,0.0,0.0,0.0,3,3,0,0,19,262,0
0,1,0.0,0.0,0.0,0.0,9,9,0,0,18,36,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,23,86,0
0,1,0.0,0.0,0.0,0.0,61,61,0,0,55,172,0
0,5,0.0,12.40625,0.0,-103.3225,113,113,0,1,165,5466,0
0,1,0.0,0.0,0.0,0.0,18,18,0,0,174,2441,0
1,3,0.0,72.0625,0.0,46.962070000000004,1,1,0,1,170,1217,0
0,1,0.0,0.0,0.0,0.0,141,141,0,0,164,4165,0
